row_id,row,quality_of_class,difficulty_of_class,class_code,college,prof_firstname,prof_lastname,comment,out_misrep,out_emo_lang,out_ideo_extrem,out_slip_slope,out_insult,out_mock_sarc,out_threat,pa_dress,pa_appear,pa_attit,pa_interact,pa_humor,pa_other,pb_sex,pb_lgbtq,pb_race,pb_origin,pb_nuero_div,pb_phys_able,pb_pol_affil,complex,constructive,reflective,above_threshold,thumbs_up,thumbs_down
133,13,5,3,POLI150,UNIVERSITY OF NORTH CAROLINA,NAVIN,BAPAT,"PROFESSOR BAPAT IS AWESOME!! I can't stress it enough, he is amazing. Take his class",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
164,12,5,4,POLI288,UNIVERSITY OF NORTH CAROLINA,ANNA,BASSI,"Professor Bassi is friendly, kind, understanding, and willing to meet outside of office hours for extra instruction or exam review. She's a fair grader and the tests aren't crazy hard if you study. Always do the extra practice problems (they're REALLY helpful! ) If you're willing to attend class and study, you'll do fine. If not, you won't pass.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
171,19,5,2,POLI288,UNIVERSITY OF NORTH CAROLINA,ANNA,BASSI,"Professor Bassi is just so accessible outside the class and she is not a tough grader at all. The material in the class is so fun if you are, like me, into game theory and voting system.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
168,16,2,4,POLI288,UNIVERSITY OF NORTH CAROLINA,ANNA,BASSI,"Professor Bassi taught this class, POLI 288, for the first time online this semester. It was not great. The material was not explained very well through the both asynch and synch classes, and reviews of assignments were always asynch. I P/F'd this class due to this lack of understanding of the material. Not a great professor, difficult material.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233,3,5,4,PSYC420,UNIVERSITY OF NORTH CAROLINA,CHARLOTTE,BOETTIGER,Professor Boettiger is one of the best professors I've had so far at UNC. Neuroanatomy is a hard subject with an insane amount of material to cover but she teaches it really well. Every lecture is fascinating. Her tests and assignments are hard but she's very compassionate about grading and is always willing to adjust if the entire class does badly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
261,4,1,3,SOCI252,UNIVERSITY OF NORTH CAROLINA,YONG,CAI,"Professor Cai is incredibly out of touch with his students. He lectures all class long (boring lectures) and does not interact with us, and then gives us exams that over half the class fails because they are way too long and test us on content most of us don't understand. Pretty sure he doesn't know any of our names. Not sure how I will pass...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276,19,2,2,SOCI252,UNIVERSITY OF NORTH CAROLINA,YONG,CAI,"Professor Cai is really nice, but struggles with his English and explaining concepts. I got an A, but I felt confused 99% of the time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0
362,14,2,3,POLI217,UNIVERSITY OF NORTH CAROLINA,PAMELA,CONOVER,Professor Conover is a nice woman however the class was dull and she was extremely boring. The group projects and assignments had vague guidelines and the majority of your grade was determined by forum posts. It wasn't a very difficult class and the subject matter was very interesting but something about the way the class was run made it bad.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
357,9,2,3,POLI217,UNIVERSITY OF NORTH CAROLINA,PAMELA,CONOVER,"Professor Conover is clearly a well educated individual in Political Science and I do like her but the amount of articles, essays, and other readings she assigns on a week to week basis was overwhelming. Also, she is hard to get a hold of consistently and if you are not in class with her, her responsiveness was poor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
415,10,5,2,SOCI123,UNIVERSITY OF NORTH CAROLINA,SCOTT,DUXBURY,Professor Duxbury is one of the best professors I have ever had. He is so intelligent and explains concepts clearly. I've learned so much in his class. He is also caring and will work with you if things come up. He is clearly more interested that we learn in his class rather than being a tough grader. Highly recommend taking his classes!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428,6,3,2,SOCI89,UNIVERSITY OF NORTH CAROLINA,BARBARA,ENTWISLE,"Professor Entwisle is very knowledgeable, but the class got a little boring at times. This seminar on American universities definitely didn't feel like a sociology class.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
449,7,4,3,SOCI273,UNIVERSITY OF NORTH CAROLINA,KATHLEEN,FITZGERALD,"Professor Fitzgerald is extremely knowledgeable, and I truly enjoyed taking her class. Students were required to complete a 30 hour learning placement, which is a hefty time commitment, but I thought this facet of the course was imperative to true application of the topic. Professor Fitzgerald was a bit foreboding at times, but also quite funny.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
446,4,1,4,SOC122,UNIVERSITY OF NORTH CAROLINA,KATHLEEN,FITZGERALD,"Professor Fitzgerald ruined my second semester. Her lectures are insightful, but I hated everything else in her class. For a 100 level course, it is absolutely not worth it. DO NOT TAKE SOCI 122. Exams WILL be worth at least 70% of your final grade, and she does not curve. If you want your GPA ruined, I would highly recommend.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
489,2,4,3,POLI287,UNIVERSITY OF NORTH CAROLINA,STEPHEN,GENT,"Professor Gent is a great political science professor. For someone who had never taken a POLI class before, I found even the more complex material fairly easy to understand when he explained it. The lectures are a little dry, but it's clear he cares about the material and students, and is always willing to give partial credit where it's due.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
530,2,3,4,PSCY330,UNIVERSITY OF NORTH CAROLINA,PETER,GORDON,"Professor Gordon seems like a nice guy and he sprinkles jokes into his lectures here and there, but the content for this class felt like a slog to get through. Additionally, it felt as though it was difficult to glean information from the slides when reviewing for exams. One of the more boring courses I've had here. Take it only if you need it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
570,10,4,1,SOCI277,UNIVERSITY OF NORTH CAROLINA,GUANG,GUO,"Professor Guo is obviously passionate about the subject, though his lectures can get boring. The tests are open-laptop, but you need to be familiar with the readings. It's an easy class that I would recommend to anyone with a interest in genetics.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
580,2,4,2,SOCI469,UNIVERSITY OF NORTH CAROLINA,TAYLOR,HARGROVE,"Professor Hargrove is a super sweet lady. Lessons were very discussion based, it is important to take notes on what she says more than the slides. You do a group project for most of the semester which sucks if you have a bad group. Tests weren't too bad 15mc, 2 short ended, and an essay normally. TA does all the grading but ours was super nice.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
726,8,2,3,POLI252,UNIVERSITY OF NORTH CAROLINA,ROBERT,JENKINS,"Professor Jenkins is a really nice guy. It's not impossible to get a good grade, its just the most boring and draining class I have ever taken at UNC. He lectures at monotone for the entire period and reads off of a word document. The class is not about thinking critically about international organizations its about memorizing basic facts & dates.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
727,9,3,4,POLI252,UNIVERSITY OF NORTH CAROLINA,ROBERT,JENKINS,"Professor Jenkins is a super nice guy and someone I think would be fun to talk to over coffee, but his lectures were incredibly boring. Especially online, it's important to make the material engaging and he hasn't done that so far. However, he's super knowledgeable and a great resource if you're interested in international politics.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
767,10,3,4,SOCI250,UNIVERSITY OF NORTH CAROLINA,CHARLES,KURZMAN,Professor Kurzman has very clear guidelines for assignments but is a harsh grader and counts off for the smallest things. Each point you miss off of an assignment is a point off of your final grade. Readings are time consuming and sometimes boring but he is very knowledgeable about the subject and he genuinely care if you learn the material,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
795,9,5,3,PSYC250,UNIVERSITY OF NORTH CAROLINA,ROSA,LI,"Professor Li is super accommodating and understanding. Almost every type of assignment has a ""drop lowest"" including participation and papers. She does a great job at making diversity a focus in the course which was refreshing. Lectures were always easy to understand. A lot of textbook readings but that's pretty expected from a psych class.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
838,11,3,4,POLI239,UNIVERSITY OF NORTH CAROLINA,GARY,MARKS,"Professor Marks is a good prof. He engages with the class and works hard to explain materials. he cancelled class frequently due to travel, which was nice. However, there are only 3 grades, and they are all graded by the TA. Dave Attewell was our TA and he graded very difficult. Take a class with Marks if there is no TA, and Avoid Dave Attewell!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
878,6,2,4,POLI410,UNIVERSITY OF NORTH CAROLINA,KEVIN,MCGUIRE,"Professor McGuire is a really nice guy and definitely wants to help, but I have never taken a more boring class at UNC - especially in the Poli department. Every class is just him lecturing about Supreme Court cases, and although that's the content of the class, he could have done so much more to make it engaging. A warning might have been nice.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
890,18,5,3,POLI410,UNIVERSITY OF NORTH CAROLINA,KEVIN,MCGUIRE,"Professor McGuire is my favorite Poli professor because of the clear and interesting way he teaches. Though test prep may take some time, there are no curve balls on his tests. Attendance and participation aren't required, but by going and paying attention you'll have all that you need for the lecture part of the tests. Very nice and funny guy!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1009,3,4,2,SOCI251,UNIVERSITY OF NORTH CAROLINA,LISA,PEARCE,"Professor Pearce is super nice and helpful! I had issues with a group project and she made sure the project was graded on individual work by sending out group evaluation forms! There are quizzes for every chapter, 2 exams, a couple assignments and a final group research poster! The lectures are pretty boring because the content isnt that exciting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1046,8,2,3,NSCI221,UNIVERSITY OF NORTH CAROLINA,RACHEL,PENTON,Professor Penton is a nice woman but she is extremely disorganized and that is reflected in the course content and lectures. She puts a huge emphasis on group projects that are a huge waste of time and do not help you learn. You will need to teach yourself outside of class to pass the exams. Would not recommend.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1084,12,2,3,MNGT427,UNIVERSITY OF NORTH CAROLINA,ALEXANDREA,RAVENELLE,"Professor Ravenelle's class was not extremely difficult (attendance assignments with readings, essays, essay-based midterm/final, and a big group project). There is not a rubric or grading criteria provided for any of the assignments, and she is a tough-grader. Not too hard of a class, but extremely boring lectures, and not very accommodating.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1144,18,3,4,POLI100,UNIVERSITY OF NORTH CAROLINA,JASON,ROBERTS,"Professor Roberts is extremely smart and intellectual about Political Science, so lectures are not boring. Only bad thing about the class is that you are graded on only 4 things, 2 papers and 2 exams.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1102,5,3,4,POLI235,UNIVERSITY OF NORTH CAROLINA,GRAEME,ROBERTSON,"Professor Robertson is awesome in that he is very passionate about the material, and extremely knowledgeable. However, he's seldom available during office hours and doesn't seem to care much about how well students do. I loved his class and I think he's an awesome person, but I struggled a lot with his confusing instructions and disorganization.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1147,1,3,4,POLI281,UNIVERSITY OF NORTH CAROLINA,TIMOTHY,RYAN,Professor Ryan while nice is kinda disorganized and sporadic.Class moved at an extremely fast pace and the main coding assignments often had questions that not even the ULAs who had the answer key really understood how to reach the correct answer.Assignment guidelines were often confusing and having the right answer doesn't equal full credit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1222,3,5,2,POLI255H,UNIVERSITY OF NORTH CAROLINA,NIKLAUS,STEINER,"Professor Steiner is awesome, even with a 2.5 hour long class, it doesn't get boring and the discussion based format is excellent. He always challenged us to think about every perspective and consider different sides of a situation, I learned a lot in this class. He is a fair grader and the group paper is annoying to coordinate but very doable.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1221,2,5,3,POLI239,UNIVERSITY OF NORTH CAROLINA,NIKLAUS,STEINER,"Professor Steiner was wonderful, and this class was great. I went in knowing little to nothing about European politics and came out with an abundance of knowledge. He has a discussion-based format, so come to class prepared (he does occasionally cold-call). Overall, if you are interested in European politics, definitely take this class.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1283,4,2,3,POLI416,UNIVERSITY OF NORTH CAROLINA,ISAAC,UNAH,"Professor Unah as a person is fantastic, but as an educator he is not great. He's clearly smart and empathetic, but his disorganization, fixation on certain topics, and tendency to ramble meant some classes covered absolutely nothing of substance. The tests and papers are also surprisingly difficult. Nice man, but I'd find someone else if you can.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1290,11,2,3,POLI411,UNIVERSITY OF NORTH CAROLINA,ISAAC,UNAH,Professor Unah is really nice but horribly disorganized. We were consistently over a month behind. His tests are hard and he often will put random questions on there that he never spoke about and expects us to know the answers. He also doesn't really budge on any of his test questions even when they're obviously unclear and not written well.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1298,19,4,3,POLI202,UNIVERSITY OF NORTH CAROLINA,ISAAC,UNAH,"Professor Unah is the most caring professor I've had at Carolina. He genuinely cares about his students and the material he teaches. However, he is incredibly unorganized. He often came to class not knowing what the topic on the syllabus was. I wouldn't recommend this for a freshman, but definitely take one of his classes at some point!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1295,16,2,2,POLI416,UNIVERSITY OF NORTH CAROLINA,ISAAC,UNAH,"Professor Unah, Im sure, is a wonderful person. However, he is the most unorganized, uninspiring lecturers Ive ever had. The textbooks are mandatory but dont bother reading because hes just going to copy word for word haphazardly slapped on a PowerPoint for our viewing pleasure. Would not recommend.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1354,15,5,3,SOCI124,UNIVERSITY OF NORTH CAROLINA,KATE,WEISSHAAR,"Professor was incredibly understanding (pandemic and personal). She cares about your mental health just as much as your work. She will check up on you if you have a missing assignment and she grades by rubric. Although I feel she could have used more intersectionality, she did use studies and we discussed race a few times. Interesting class!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1328,9,5,2,POLI271,UNIVERSITY OF NORTH CAROLINA,MATTHEW,WEIDENFELD,"Professor Weidenfeld is an awesome teacher to have. He is super passionate about the material and has engaging lectures. Really hated the content of POLI 271 so I didn't like the class, but Weidenfeld as a professor is awesome!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
271,14,4,1,SOCI121,UNIVERSITY OF NORTH CAROLINA,YONG,CAI,Professor Yong is very sweet but the class is just very uninteresting and his lectures tended to ramble. But the class was very easy since you could retake online quizzes unlimited times and he tended to tell you exactly what would be on the midterm and final. So most of the time you don't really need to pay much attention.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1049,11,3,3,PSYC390,UNIVERSITY OF NORTH CAROLINA,RACHEL,PENTON,"Rachel is pretty nice, her tests are pretty hard but they are super buffered by other grades so it is not the end of your grade if you don't do well on them. There are a TON of assignments which blows, but it is groupwork so get a good group and you will be fine.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
444,2,1,5,SOC122,UNIVERSITY OF NORTH CAROLINA,KATHLEEN,FITZGERALD,Read the prior comments. They are the truth! Would not recommend her class!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
195,5,4,1,POLI203,UNIVERSITY OF NORTH CAROLINA,FRANK,BAUMGARTNER,"Really committed and passionate professor about the wrongs of the death penalty, but due to the structure of the large lecture, taught mostly by slides which was not engaging. Not a hard class, graded by lots of things, material isn't hard at all.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
900,8,5,3,PLCY76H,UNIVERSITY OF NORTH CAROLINA,BENJAMIN,MEIER,"Really enjoyed this class- you definitely get back what you put into it. Prof Meier cares so much and is truly passionate about his subject (literally was Zooming in from Geneva if needed). Definitely some reading, nothing unmanageable, but don't expect to do no homework just because it's a fys. Would recommend!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1313,14,4.5,3,POLI236,UNIVERSITY OF NORTH CAROLINA,MILADA,VACHUDOVA,"Really interesting class material, however I hate the grading percentages. Two exams, a few pop quizzes, and recitation participation. The exams and quizzes are either based on random things she finds important or from ridiculously long readings assigned every week. The TA's do all the work in this class but Milada is a good lecturer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
677,2,2,3,POLI238H,UNIVERSITY OF NORTH CAROLINA,EVELYNE,HUBER,"Really sweet lady and incredibly smart. She was always very helpful and graded assignments pretty easily. That said, she did assign about 60 pages of heavy reading along with an asynchronous lecture before every class. Also a 10 page research paper wasn't fun. Might be better in person but just a crazy amount of work.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
707,12,5,3,SOCI172,UNIVERSITY OF NORTH CAROLINA,ROBERT,HUMMER,"Robert was so adorable, every class he would tell us about his dog, whom he named B- (he gives you the back story lol). He is super passionate about public health and REALLY respected in the field so it was a cool opportunity to learn from him. The grade is made up of only four exams, which seems scary but he gives you a study guide for each exam.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,1,4,3,PSYC260,UNIVERSITY OF NORTH CAROLINA,SARA,ALGOE,Sara is really upbeat and does lots of demos in class.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1190,4,3,4,POLI432,UNIVERSITY OF NORTH CAROLINA,DONALD,SEARING,"Searing assigns a lot of readings. You are only graded on participation, midterm, a paper, and final. He is a pretty tough grader + he doesnt post them on Sakai so you are basically clueless about your grade. He is monotonous + no visual aids so it is impossible to focus on his lectures. Please just take notes on your readings for exams!!",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1191,5,3,4,POLI215,UNIVERSITY OF NORTH CAROLINA,DONALD,SEARING,"Searing assigns a lot of readings. You are only graded on participation, midterm, and final. He is a pretty tough grader and he doesnt post them on Sakai so you are basically clueless about your grade. He is monotonous and has no visual aids so it is impossible to focus on his lectures. Please just take notes on your readings!!",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1193,7,2,3,POLI432,UNIVERSITY OF NORTH CAROLINA,DONALD,SEARING,"Searing is an incredibly monotonous lecturer, loves being the devils advocate despite coming off as bigoted/immoral, and is not clear on grading criteria at all. The topic of his class is pretty straight forward, but there is so much reading involved and he is incredibly picky about specifying definition. Take something else if u can - it sucked.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
523,4,4,2,SOCI130,UNIVERSITY OF NORTH CAROLINA,SHANNON,GONZALEZ,"Shannon was great, super sweet and provided a lot of extra credit for exams. The exams themselves were crazy easy, I didn't do a single reading, just looked at the slides before exams and came out with an A. Great soci class to knock out that gen ed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
427,5,2,2,SOCI251,UNIVERSITY OF NORTH CAROLINA,BARBARA,ENTWISLE,"She doesn't give tell you much about what's on exams. Exams cover things not always covered in class. Exams have test corrections, but you need them because typically people make in the 70s for her exams without test corrections. Class is a little boring, but just show up.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
682,7,5,3,POLI691H,UNIVERSITY OF NORTH CAROLINA,EVELYNE,HUBER,"She gives good feedback and is clear with what she wants to be done. She's open to reworking stuff because she isn't giving feedback to be rude, but because she wants improvement and the best from her students. She's nice, too. She brought paper to class one day because we mainly use computers and it was so sweet i love her",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,14,3,5,PSYC432,UNIVERSITY OF NORTH CAROLINA,JENNIFER,ARNOLD,"She is a good professor and really like the subject she is teaching. BUT She is a very very tough grader like she wants everything to be perfect. She gives research article summary assignments and expects you to use all of your words and nothing from the paper which makes no sense, because you have to talk about conditions and all. Not recommended.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,16,2,5,POLI265,UNIVERSITY OF NORTH CAROLINA,SUSAN,BICKFORD,"She is a harsh grader- does not like giving out anything higher than a B-. It should be a good discussion based class, but she makes it so difficult that no one ends up learning because they're so worried about their grades.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
845,6,4,2,POLI238,UNIVERSITY OF NORTH CAROLINA,CECILIA,MARTINEZ-GALLARDO,"She is clearly passionate and knowledgeable about Latin American politics, and that can come through by means of information overload - she sometimes gets lost in all the things she wants to say. However, she is very sweet, clearly cares about her students, and will give you plenty of opportunities to bring your grade up. Easy grader!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
447,5,1,4,SOC122,UNIVERSITY OF NORTH CAROLINA,KATHLEEN,FITZGERALD,"She is genuinely the rudest professor that I have had throughout my academic career. She is snarky, non-accommodating, and disrespectful to her students. She is a very hard grader on the written material, and it's not worth getting help from the TAs. The only good thing is that she is knowledgeable, but it seems that she likes to see students fail",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1301,2,3,3,POLI438,UNIVERSITY OF NORTH CAROLINA,MILADA,VACHUDOVA,"She is kind, a little disoriented, but wants to be there for her students. Has a lot of office hours and wants you to come. Very few grades so you have no idea where you stand until like the last week of class. Takes forever to get grades back as well. She did grade pretty leniently though. Lots and lots of reading for homework, so be prepared.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,8,1,4,PSYC490,UNIVERSITY OF NORTH CAROLINA,JENNIFER,ARNOLD,"She is so dumb!! Absolutely no help in class, unreachable, extremely rude, her presence infuriates everyone. Makes you question her phd's cause she is not good in her field. Super disorganized. UNC has some questionable profs in general, but she doesn't deserve to be one here. Class is easy-but theres a lot of effort. She wouldn't round at the end.",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1017,11,4,2,SOCI251,UNIVERSITY OF NORTH CAROLINA,LISA,PEARCE,"She is very dry. Her lectures go so slowly, but her class is easy. She is passionate about research and very nice.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
786,9,5,2,PSYC68,UNIVERSITY OF NORTH CAROLINA,KRISTEN,LINDQUIST,"She knows her stuff. She's intelligent and very well spoken but is never condescending. You don't have to like psychology to enjoy the class. There was a lot of outside reading of scientific articles, but you can skip or skim one here and there, and you'll be absoultely fine! She also provided study guides for exams. Very inspiring class!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
841,2,3,3,POLI434,UNIVERSITY OF NORTH CAROLINA,CECILIA,MARTINEZ-GALLARDO,"She lectured a lot and would go off on tangents that meant we didn't cover all the material in class. Her lectures were also a little hard to follow at times. Overall tho, I learned a lot abt Mexican politics and feel informed enough to speak on current events. She gives lots of little low-stakes assignments. Its a lot of work but not too hard.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1040,2,1,5,NSCI221,UNIVERSITY OF NORTH CAROLINA,RACHEL,PENTON,She never gets to course content in class. So much time is spent doing irrelevant group work. The readings are dense and she does not go over them so you have to teach yourself everything in order to know whats going on. The exams are hard and do not reflect class material at all. She does not value students time.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
678,3,3,4,POLI238H,UNIVERSITY OF NORTH CAROLINA,EVELYNE,HUBER,"She never really taught anything in class. She assigns a ton of unnecessary reading plus long lectures to watch before then just places us into breakout rooms that are a waste of time for half of class for us to discuss her ""Powerpoints."" She's nice and clearly smart about the subject, but very stats. heavy & boring. I would try a diff. Latin prof.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1090,1,5,3,NSCI490,UNIVERSITY OF NORTH CAROLINA,KATHRYN,REISSNER,"She really enjoys what she's teaching! Very approachable. 
 
  She was quite accommodating and seemed like she cared about how we were doing. 
 
  However, she takes forever to give back grades. 
 
  Tests were not bad. Doesn't give a rubric for papers, kinda vague.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
957,3,5,3,EPI743,UNIVERSITY OF NORTH CAROLINA,KARI,NORTH,she rocks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1073,1,4,3,SOCI427,UNIVERSITY OF NORTH CAROLINA,ALEXANDREA,RAVENELLE,"She tries really hard to be engaging & is funny most of the time (some jokes just don't land). The group project is annoying, but if your group is on top of it a good grade is doable. The TA grades just about everything so as long as you have a good TA it's fine. There are small responses due at the beginning of each class based on the reading.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1314,15,3,2,POLI431,UNIVERSITY OF NORTH CAROLINA,MILADA,VACHUDOVA,"She typically misses several days of class due to research abroad but due to her lack of attendance, she grades pretty easy-- she'll even tell you so.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
153,1,1,4,POLI288,UNIVERSITY OF NORTH CAROLINA,ANNA,BASSI,"She uses a flipped teaching method which should've been my first red flag. IMO, flipped teaching is an excuse for lazy professors to not do their jobs and then when you come to them struggling, they can blame it on you for ""not doing the reading"". The topic is especially difficult, you're made to teach it to yourself, and she's rude. Save yourself.",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
690,15,4,4,POLI238,UNIVERSITY OF NORTH CAROLINA,EVELYNE,HUBER,"She was a good Prof. The class could get pretty boring, but she tried. She is most def one of those people that would probably do better in a small class. The exams and pop quizzes are that hard as long as you do the reading. The amount of reading does suck.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
591,13,3,2,SOCI422,UNIVERSITY OF NORTH CAROLINA,TAYLOR,HARGROVE,"she was alright - the class was more boring than i anticipated but it was easy. i got away with not doing the readings until skimming them the night before the exam. she's not clear about what's on her exams (she says ""it's all important""), but they're mostly based off her powerpoint slides which she posts online. fine for a gen ed, but boring",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
