"row","quality_of_class","difficulty_of_class","class_code","college","prof_firstname","prof_lastname","comment","out_misrep","out_emo_lang","out_ideo_extrem","out_slip_slope","out_insult","out_mock_sarc","out_threat","pa_dress","pa_appear","pa_attit","pa_interact","pa_humor","pa_other","pb_sex","pb_lgbtq","pb_race","pb_origin","pb_nuero_div","pb_phys_able","pb_pol_affil","complex","constructive","reflective","outrage_agg","personal_attack_agg","prejudice_agg"
1,5,1,"POLITSC1200","OHIO STATE UNIVERSITY","SARAH","BROOKS","Take this class immediately if you are looking for easy GE. You do not have to study for a thing and literally can get an A by spending 15 min a week on it (taking the quiz). Its all online.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,2,"POLIS1200","OHIO STATE UNIVERSITY","SARAH","BROOKS","One of the easiest online classes ive taken. Every week there are two assignments, and as long as you follow the guides she gives you, youll be fine. Easy A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3,"POLIS1200","OHIO STATE UNIVERSITY","SARAH","BROOKS","Took this class as a GE and honestly, worst decision of my life. Professor is absolute, GARBAGE. She said all semester, I will give opportunities to participate in research for extra credit, AND SHE NEVER DID. She also clearly stated in the syllabus, and in emails too, that she would give ONE MINUTE PER QUESTION ON QUIZZES, which NEVER happened.",0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,1,0
4,2,1,"POLITSC1200","OHIO STATE UNIVERSITY","SARAH","BROOKS","Before I took this class I looked in the syllabus and saw that there were various extra credit opportunities. I emailed her various times throughout the semester about extra credit and there was only one assignment. Overall I took this class for the extra credit and ended up with one point off the grade I wanted because there was only one asignm..",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
5,3,1,"POLIS1200","OHIO STATE UNIVERSITY","SARAH","BROOKS","There's weekly quizzes & assignments which were straight from the power points. There was also extra credit every week which doesn't take long and I would absolutely recommend. Make sure to keep all the due dates straight for midterms because you have one window to take it and if you forget you can't retake it. Never used textbook.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,2,"POLIS1200","OHIO STATE UNIVERSITY","SARAH","BROOKS","You don't need to read the book. This is a common sense political science class, plus all the quizzes are on quizlet word for word. Exams are just same questions from quizzes. Extra credit is handed out for doing little pointless participation assignments.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,2,"POLITSC1200","OHIO STATE UNIVERSITY","SARAH","BROOKS","Weekly quizzes and participation, extra credit offered every week, two midterms and a final. Able to search -find answers in the power points so I never really actually listened to lectures. Quizlet is a good help. Get a decent grade on your quizzes, do the participation and extra credit every week and it should be an easy A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3.5,2,"POLITSC1200","OHIO STATE UNIVERSITY","SARAH","BROOKS","the comment from 4/27/2015 is 100% correct. if you do well on the quizzes and by well i mean above (75%) and do all the participation quizzes you should be able to get an A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4.5,1,"POLISCI1200H","OHIO STATE UNIVERSITY","SARAH","BROOKS","Dr.  is amazingly accomplished and a great lecturer. She really knows her material; her powerpoints and lectures make the material very clear especially for tests and papers. The class is easy if you go and pay attention.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3.5,3,"POLISCI1200H","OHIO STATE UNIVERSITY","SARAH","BROOKS","Really really cool person. She's a full bright scholar and has been around the world so she really knows her stuff.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,1,"1300","OHIO STATE UNIVERSITY","SARAH","BROOKS","online is easy just command find through powerpoints mostly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3.5,2,"POLITSC1200","OHIO STATE UNIVERSITY","SARAH","BROOKS","Professor  is an absentee-online professor that does research abroad while facilitating the course. You will never see her, or anyone for that matter in the course. Content is straightforward. Readings are unnecessary, just skim through her powerpoints and you will be fine. Take advantage of the extra credit on weekly quizzes; it will add up!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,4,"459702","OHIO STATE UNIVERSITY","SARAH","BROOKS","Professor  is an excellent teacher and I learned so much from her class. There are 2 midterms and a final paper. The course is somewhat difficult but she is very helpful through email and office hours. She also offers a lot of extra credit so there is no reason you can't get an A. Lectures were more enjoyable because she is hilarious!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,4,"1200H","OHIO STATE UNIVERSITY","SARAH","BROOKS","She is one my my least favorite teachers I have probably had. Her attitude is always negative and is not helpful at all.",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
15,2,3,"1200H","OHIO STATE UNIVERSITY","SARAH","BROOKS","She really is not helpful at all, and is not clear with grades in class since she barely posts them online and you have to keep emailing her in order to see what you have in the class. She grades though and is not understanding. Would not take a course with her again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,5,1,"POLITSC1200","OHIO STATE UNIVERSITY","SARAH","BROOKS","Dr.  is a really cool online professor. Take this class with her, it is one of the most fun online classes I have ever taken. All her tests are multiple choice and she offers a lot of extra credit.The textbook is also fairly easy to read. She is highly organized and you learn a great deal but also get to enjoy the class!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,5,2,"POLYSCI1200H","OHIO STATE UNIVERSITY","SARAH","BROOKS","Professor  is extremely intelligent and very knowledgable about her field. If you attend lecture and do the required readings this class is a cakewalk. It doesn't hurt that she's good looking.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18,5,2,"POLITSC1200H","OHIO STATE UNIVERSITY","SARAH","BROOKS","Professor  is extremely nice and knows what she is talking about. Her class focuses on democracy and she does a great job teaching it. I don't think its necessary to read the textbook if you take god notes but MAKE SURE TO DO THE READINGS. There are a few quizzes, decently hard midterm essay, and a take home final.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3,4,"POLISCI1200H","OHIO STATE UNIVERSITY","SARAH","BROOKS","Political science was not as interesting as I thought. Midterm and finally are choosing two of four essay questions. I felt stupid in that class because we moved from one discussion topic to another so fast that I couldn't contribute let alone wrap my head around what we were talking about.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,5,2,"POLIS1200","OHIO STATE UNIVERSITY","SARAH","BROOKS","Class was a little dry sometimes, but the overall topics were usually pretty interesting. An essay midterm and two take-home essays and thats it. Not too tough. Pay attention, do the readings, and you'll get an A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,"SOC4609","OHIO STATE UNIVERSITY","CHRISTOPHER","BROWNING","So much dense reading. Hard to understand syllabus. Does't post grades until end of the semester which blows for seniors. You won't know your grade all semester.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,5,"PYSCH100","OHIO STATE UNIVERSITY","AMY","BRUNELL","Totally don't recommend her for a professor. For goodness sake, it is an introduction to psychology class and it's extremely intense for no reason. Her lectures make no sense and she doesn't give good criteria as to what the test would be like. Avoid her if you can....",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,3,"PSYCH3530","OHIO STATE UNIVERSITY","AMY","BRUNELL","She is simply amazing! Her lectures are very good, and fun to listen to. She gives plenty of extra credit opportunities throughout the semester. She genuinely cares about her students and how well you do in the class/ how well you understand the material. She makes herself very available to talk to students outside of class.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,3,"PSYCH3530","OHIO STATE UNIVERSITY","AMY","BRUNELL","Dr.  is amazing. Her lectures are very good, and fun to listen to. She gives plenty of extra credit opportunities throughout the semester. She genuinely cares about her students and how well you do in the class/ how well you understand the material. She makes herself very available to talk to students outside of class.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,"PSYCH2376","OHIO STATE UNIVERSITY","AMY","BRUNELL","Dr.  is my favorite professor. Her lectures are interesting and engaging, and she communicates the course material clearly. Her exams are tough, but she gives you all the tools needed to prepare (study guides, power-points, etc).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,4.5,5,"PSYCH543","OHIO STATE UNIVERSITY","AMY","BRUNELL"," is one of the best professors I have ever had. Her exams are the hards exams I have ever taken. She is very challenging professor. If you take her for any class make sure you study and then study some more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,4,"PSYCH100","OHIO STATE UNIVERSITY","AMY","BRUNELL","Dr.  was a good professor. Lectures were interesting,and were always done using PowerPoint. Tests were not easy,but they were mostly multiple-choice. Overall, she was concerened with student learning and success.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,5,"PYSCH376","OHIO STATE UNIVERSITY","AMY","BRUNELL","Dr.  is the best!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,3,"PSYCH376","OHIO STATE UNIVERSITY","AMY","BRUNELL","Great class. I learned a lot about myself and useful things that I will use in my relationships. Tests were challenging but the assignments and project were fun to do.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,3,"PYSCH100","OHIO STATE UNIVERSITY","AMY","BRUNELL","She's pretty nice, does all the lecture through powerpoint. Exams are very tricky.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,5,"PSYCH543","OHIO STATE UNIVERSITY","AMY","BRUNELL","I don't know if it was the class or her but psych of women just got completely out of hand and she just let them argue she did say anything to get us back to learning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.5,4,"PSYCH5613H","OHIO STATE UNIVERSITY","JOHN","BRUNO"," is a smart guy but he's kinda losing it at times. He can become hard to follow as he drifts off topic. He usually catches himself. He shakes a lot and is clearly trying hard to compensate.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.5,4,"PSYCH5613H","OHIO STATE UNIVERSITY","JOHN","BRUNO","Is very clear in his lectures. Does not provide ""notes"", so must attend class if you want to do well. Very passionate about the subject and wants his students to be. Usually willing to offer help or re-explain something, unless your question is too dumb. Tests are difficult, but if you attend class there are no surprises.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3.5,4,"PSYCH4501","OHIO STATE UNIVERSITY","JOHN","BRUNO","Dr.  is a great lecturer. His exams can be tough but you at least feel like you are learning something in that class instead of just regurgitating information like you have to do for most classes. If you actually want to learn neuroscience then take this class.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,5,"PSYCH501","OHIO STATE UNIVERSITY","JOHN","BRUNO","best lecturer I've ever had.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,4,"PSYCH501","OHIO STATE UNIVERSITY","JOHN","BRUNO","He's one of the best teachers for neuroscience. He's a great lecturer. One bad thing about the class is that there is not enough points in the class. If you don't attend lecture, you'll probably fair. Be warned, his exam questions can be convoluted.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,3,"PSYCH501","OHIO STATE UNIVERSITY","JOHN","BRUNO","This guy is in need of an honest review. No doubt, he is a great lecturer but he is never available. I'm pretty sure his office hours don't meet the university's minimum requirements. The class structure is inherently flawed as it is only out of 80 points. His mult. choice questions aren't hard, they're merely convoluted. Most over rated professor.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
7,4.5,5,"PSYCH501","OHIO STATE UNIVERSITY","JOHN","BRUNO","Best professor I've had at OSU, very helpful and approachable and great sense of humor. Tests are near impossible, he expects you to think on the level of grad students, which is not unreasonable for a high level course, but still takes you off guard.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4.5,4,"PSYCHH613","OHIO STATE UNIVERSITY","JOHN","BRUNO","I had Professor  for Psych 501 and H613. He is a phenomenal professor and his lectures are awesome (I hated missing his class). His courses are definitely no cake walk, but you can really learn a lot from him. He is also very fair with grades and will say that he prefers to reward people for taking hard classes (like his).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4.5,4,"PSYCH501","OHIO STATE UNIVERSITY","JOHN","BRUNO","He doesn't take attendance, but it is impossible to do well without attending lecture. If you attend lecture, pay attention, take good notes, and study hard you can do well. This isn't an easy class and not really psychology. It's studying the advanced physiology and neuroscience of the human brain and neurological disorders. Loved it and the prof",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,5,"PSYCH501","OHIO STATE UNIVERSITY","JOHN","BRUNO","He is a great teacher and you will learn a lot. However, it is an EXTREMELY difficult class. I took it while taking 24 credit hours and I simply didn't have the time to do well in the course. Only take it if you have LOTS of time to dedicate to the class. Also, he doesn't require attendance, but you have to go to pass.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,5,"PSYCHH613","OHIO STATE UNIVERSITY","JOHN","BRUNO","Had him for 501 and H613. Very hard courses, but if you are good at integrating information, getting the ""big picture"" and knowing the details he emphasizes, you can pull off an A. It takes a lot of effort though. TONS of reading for 613. I recommend him, even if it slashes your GPA!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,5,4,"PSYCH501","OHIO STATE UNIVERSITY","JOHN","BRUNO","His class is pretty hard, especially if you are a psychology major. It is not as difficult if you have a biology background, but still watch out for his multiple choice questions! But he is an extremely engaging teaching and loves what he is talking about. I would highly recommend his course. He is very approachable and pretty cool dude.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2.5,5,"PSYCH597","OHIO STATE UNIVERSITY","JOHN","BRUNO","This class was too difficult; I am not sure that he realized it was a GEC and not an upper lever Neuro-biology class! Class seemed interesting but for the same amount of work I put in to getting As in other classes I was getting a D in this one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,5,5,"PSYCH501H613","OHIO STATE UNIVERSITY","JOHN","BRUNO","Fabulous teacher. SO difficult, but made my whole experience at OSU worth it. He will challenge you to your limits. He seems curt sometimes, but he is really nice, just not the best at expressing it. Be prepared to be called on in class to answer impossible questions. Don't take his classes if you aren't willing to work your butt off for an A!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4,4,"PSYCH501","OHIO STATE UNIVERSITY","JOHN","BRUNO","Multiple choice exams VERY difficult. An awesome class none the less. I learned a lot. He once said that even if you get a C in his class you will know more than the average layman about PD and AD, and he's right.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,5,3,"PSYCHBIO","OHIO STATE UNIVERSITY","JOHN","BRUNO","Wonderful professor. Very informative. His multiple choice tests are extremely hard, but you learn so much.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,4.5,4,"501","OHIO STATE UNIVERSITY","JOHN","BRUNO","Dr.  is very tough, no doubt about that. But, you can learn A LOT from him. His multiple choice exams are infamous for their difficulty, but if you go to his office hours, he'll point you in the right direction.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,5,4,"PSY501","OHIO STATE UNIVERSITY","JOHN","BRUNO","Not only a passionate and challenging teacher, but an awesome person too. Helpful in and out of the classroom.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5,4,"PSYCH501","OHIO STATE UNIVERSITY","JOHN","BRUNO","Excellent teacher, brilliant person. he expects a lot but he is very helpful to anyone who really wants to learn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5,4,"PSYCH","OHIO STATE UNIVERSITY","JOHN","BRUNO","he expects a lot out of you, but in a good way",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,"SOC3410","OHIO STATE UNIVERSITY","ANGELA","BRYANT","Try to avoid this professor at all costs. Lectures everyday, at least 50 pages of reading per night from the textbook. VERY difficult grader. Be prepared to be yelled at A LOT. She gets very upset when students do not understand the subjects at the level she does. If you haven't already look her up! She doesn't care about her students whatsoever.",2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0
2,4,4,"SOC209","OHIO STATE UNIVERSITY","ANGELA","BRYANT","Sociology is not as easy as it seems. A lot of readings and a lot of quizzes and assignments. Yes, she is a fantastic professor. The course had a lot work and was very writing-heavy. She definitely makes you work hard for your grade which is great. She gives you extra credit too.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,3,"SOC211","OHIO STATE UNIVERSITY","ANGELA","BRYANT","Dr.  is by far my favorite professor Ive had at OSU campus. She has been my driving factor in getting involved in social justice efforts and my career path has been heavily influenced by her teachings. I highly suggest taking her inside out class as it was definitely a life changing experience and provided me with a new outlook on CJ system",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,"SOC209","OHIO STATE UNIVERSITY","ANGELA","BRYANT","As long as you do the readings from the textbook you will receive an 'A'. My only complaint is that she will go off on liberal tangents and went as far as to say, ""Why don't white people just shut up!"" as if to say white people didn't have grounds to talk about minority issues.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
5,4,2,"SOC101","OHIO STATE UNIVERSITY","ANGELA","BRYANT","She read through PowerPoint slides but also got off topic and asked students to pitch in. Very down to earth. Friendly. Easy to understand the class. Intro to Sociology so not very difficult to learn, if not already known knowledge. Lots of tests but only includes one question, easy grader, must read chapters/book to pass.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3.5,2,"SOC101","OHIO STATE UNIVERSITY","ANGELA","BRYANT","Professor Harvey was really nice and the class was fairly easy. There was no final exam, just a final paper and a presentation that had to be done. Both were pretty easy. She was always willing to help me whenever I needed it. The only thing I didn't like was that some of the questions on the quizzes and papers that she handed out were confusing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,1,"SOC209","OHIO STATE UNIVERSITY","ANGELA","BRYANT","Her class wasn't hard, and she had notes on Carmen which helped a lot since you couldn't really keep up with the slides and her talking. No final just a really easy paper. And the quizzes and test weren't hard at all.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,4,"SOC211","OHIO STATE UNIVERSITY","ANGELA","BRYANT"," is great! This class takes place in a prison and is very interesting. It has tons of readings and writtings but honestly its well worth the work. The class is wonderful and shes an amazing professor. I try to take every class she teaches. I have taken 3 so far and all of them have been grea!!!!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,3,"SOC211","OHIO STATE UNIVERSITY","ANGELA","BRYANT","Had her for an inside out course... Very interesting class and she gave everyone an equal opportunity to participate. There were a ton of papers, but no tests or final. I would definitely recommend her to anyone. I actually plan on taking another class of hers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4.5,3,"SOC209","OHIO STATE UNIVERSITY","ANGELA","BRYANT","I loved her class i took it last year and i plan to talk the inside out course soon. shes very nice and understanding :) her test are fair.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,3,"SOCIO101","OHIO STATE UNIVERSITY","ANGELA","BRYANT","I took this class with  Harvey during my freshman year at Ohio State. Even now as a senior, it still stands out in my head as the worst experience I've had at OSU and is also by far the worst grade I have ever received in college. She's an unfair grader and a poor lecturer. Look at her Arizona State listing for more information.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
12,5,2,"SOC209","OHIO STATE UNIVERSITY","ANGELA","BRYANT","I love ! She is a great professor and you can tell she loves what she is doing. You must attend her classes to pass because there is in class work. Her class is very interesting and I highly recommend taking any of her classes! She is great!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,2,"SOC101","OHIO STATE UNIVERSITY","ANGELA","BRYANT","She is very nice and very smart. She is very involved and interested in teaching her subject. She makes it hard to participate in class discussions, but overall the class was great.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,2,"SOC101","OHIO STATE UNIVERSITY","ANGELA","BRYANT","I enjoyed the class alot. The professor was very interested in the subject, but made it difficult to participate in class discussions. But she is very understanding and a lenient grader.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,5,"SOC101","OHIO STATE UNIVERSITY","ANGELA","BRYANT","Not good at involving class in discussion. During the time I was in her class, she lectured to the left side of the front row. For people sitting anywhere else, it was often hard to participate in class discussion. strange grading and poorly made/written power points also hurt the quality of the class. Definitely, a teacher to avoid if possible.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,2,5,"SOC101","OHIO STATE UNIVERSITY","ANGELA","BRYANT","Worst teacher I have ever had in my three years at OSU. If you end up taking a class with this professor, hope that you get on her good side. She strikes me as more than willing to set aside normal objective thinking when it comes to evaluating her students. Also, her PPPs are full of very bad mistakes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,4,2,"SOCIO294","OHIO STATE UNIVERSITY","ANGELA","BRYANT","i loved this class,  worked so hard to pull it together. she put a lot of pressure on us, and sometimes it was really frustrating, like she needed a chill pill, but well worth it, and i totally respect her for it.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
18,4,2,"SOCIO294","OHIO STATE UNIVERSITY","ANGELA","BRYANT","loved the class,  worked her ass off for this, but she also put a lot of pressure on us, and at times, i think she was a little over the top. she just needs to relax and do some yoga or something sometimes. :)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3.5,4,"SOC101","OHIO STATE UNIVERSITY","ANGELA","BRYANT","She is very nice and very smart. She expects things to be in when she says they need to be in. I learned a lot from her but it wasn't really exciting. She talks a lot and shows power points. The movies she shows are great, and the material isn't to hard. The exams are long I suggest studying!!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4,2,"SOC209","OHIO STATE UNIVERSITY","ANGELA","BRYANT","There was only one test, a midterm. the final was media project. She did different thigns each class in order to take attendance. sometimes a quiz..sometimes just writing your name on a piece of paper! They were easy gimmee points!!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,2,"SOC","OHIO STATE UNIVERSITY","CLAUDIA","BUCHMANN","Great professor. Short papers to do sometimes; re-read them before turning them in. 
 
 Only a little to do weekly. SHE OFFERS EXTRA CREDIT, TAKE IT. The class has very few points. Take advantage.
 
 Go through lectures and readings for the weekly quizzes and discussion boards. It will help you out because the answers are always there!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,"SOC","OHIO STATE UNIVERSITY","CLAUDIA","BUCHMANN","If you can avoid professor , DO IT. A ridiculous amount of work for no reason. Extremely harsh grader. I was literally.5% away from an A and she refused to offer anything. Which isn't the end of the world, but overall her class just feels like a bunch of busy work and like she takes off points just cause she feels like it.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3,1,3,"SOC3463","OHIO STATE UNIVERSITY","CLAUDIA","BUCHMANN","Would not recommend taking this course. Very boring and graded harshly. Learned nothing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,2,"SOC3463","OHIO STATE UNIVERSITY","CLAUDIA","BUCHMANN","Grades pretty difficult and is a very petty grader. Makes assignments due on a Saturday instead of Sunday. Not the most difficult course, but is not a fun one. Most of the assigned work feels like busy work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,2,"SOC3463","OHIO STATE UNIVERSITY","CLAUDIA","BUCHMANN","Class is clear and easy to follow. Variety of material so it doesn't get boring. Quizzes aren't too difficult. Opportunities for extra credit. Would reccomend.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3.5,2,"SOCIO463H","OHIO STATE UNIVERSITY","CLAUDIA","BUCHMANN","Very knowledgeable professor. Assigns a lot of reading. Papers and exams, especially, are graded strictly. A great GEC overall. Would recommend to a friend!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,4,"SOC463H","OHIO STATE UNIVERSITY","CLAUDIA","BUCHMANN","This was absolutely my favorite class taken @ OSU so far. She knows her stuff and I learned SO much from this class. The midterm (for the Honors version of the class) was a take-home, which was better because it's a really subjective class, not an objective class. I forgot to fill out my student evaluation for her, so I'm giving her an A+ on her",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,4,"SOC463","OHIO STATE UNIVERSITY","CLAUDIA","BUCHMANN","This is a fantastic class. If you put in the time to do the readings, and pay attention in class, you'll succeed. 1 Quiz, Midterm, Final, 2 papers, and few other assignments. Attendance is mandatory, but it really isn't that bad because you'll learn about interesting material and are really forced to think critically. One of my favorite classes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3.5,1,"SOC597","OHIO STATE UNIVERSITY","CLAUDIA","BUCHMANN","She is a good teacher. Likes to talk a lot and gets everyone involved. She is a tough grader on her exams but easy with the papers. You have to do a ton of work in this class and must show interest or she won't give you the grade you deserve. She is fair, but if you don't like to read and write, avoid her class. Lots of discussions (10%) of grade.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
