"row_id","row","college","comment","out_misrep","out_emo_lang","out_ideo_extrem","out_slip_slope","out_insult","out_mock_sarc","out_threat","pa_dress","pa_appear","pa_attit","pa_interact","pa_humor","pa_other","pb_sex","pb_lgbtq","pb_race","pb_origin","pb_nuero_div","pb_phys_able","pb_pol_affil","complex","constructive","reflective","TOXICITY","SEVERE_TOXICITY","INSULT","total_toxicity","TOXICITY2","coded_toxic","new_row_id","coded_toxic2"
1894,4,"OHIO STATE UNIVERSITY","If you ever are presented with the opportunity to take a class with her, don't. She is the worst professor I have had at this school, probably due to the fact that she has never taught an undergraduate class. Her second exam was impossibly hard and you have to teach yourself how to do the four homework assignments.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2763787,0.0043678284,0.2435641,0.5,0.2807465284,1,308,0
1896,2,"OHIO STATE UNIVERSITY","Be alert if you are going to work with him. He is not reasonable to talk and does not trust students for what they said. He is not nice and supportive when it comes to any help. He also complains and say something unfair about his student in the presence of other professors. So, Good luck!",0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1693855,0.0017166138,0.10148193,2,0.1711021138,1,309,1
1900,4,"OHIO STATE UNIVERSITY","Yes, he has an accent and sometimes it was hard to make out what he was saying, but it seemed to me that the real problem is that Professor  failed to show that he was very interested in teaching.His priority was going through the required material on time but not necessarily explaining it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.021785567,0.00062942505,0.012832909,0.25,0.02241499205,1,310,0
1901,5,"OHIO STATE UNIVERSITY","His class is really disorganized. his italian accent could drive people crazy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.39842087,0.012359619,0.40420914,1,0.410780489,1,311,0
1903,7,"OHIO STATE UNIVERSITY","Fun teacher and very clear, though he has a thick Spanish accent. He likes cats a lot. Easy to follow along in class, almost the same thing every day. If you follow along with notes, you will be fine.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.022610499,0.0013256073,0.012186904,0.25,0.0239361063,1,312,0
1924,6,"OHIO STATE UNIVERSITY","Not sure if it is a cultural disconnect but Professor  is very verbally disrespectful to the attendees of his lectures. Insinuating a lack of basic knowledge to a room full of people is not very conducive to a healthy learning environment. 
 Read the textbook and required readings and you'll be fine.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1587729,0.0033187866,0.06285016,1,0.1620916866,1,313,0
1931,13,"OHIO STATE UNIVERSITY","I dropped this class 2 weeks in. I saw these ratings but needed the class so I gave it a try and quickly regretted it. His lectures are messy and hard to understand. The content was so dry and he made 0 effort to make it bearable. After the quizzes, I dipped. Don't even bother with this guy, take a different prof.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18364124,0.0025367737,0.08582769,0.5,0.1861780137,1,314,0
1932,14,"OHIO STATE UNIVERSITY","This teacher is possibly the worst teacher that I have ever had the misfortune of having to be taught by.  was never consistent with the due dates of his modules, which was contradictive of his syllabus. For example our final module was posted on Friday 12/4/2020 and due on Saturday along with the previous weeks module. Don't take his class!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.30993456,0.005722046,0.25007802,0.5,0.315656606,1,315,0
1947,9,"OHIO STATE UNIVERSITY","didnt seem to care about individual students. cared more about just getting his job done",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034984488,0.0011110306,0.014238917,1,0.0360955186,1,316,0
1957,2,"OHIO STATE UNIVERSITY","Weird class setup that makes it hard not to earn a good grade. Gave an incredible amount of extra credit and allows you to remediate everything but the exams twice. Bland lecturer but he is knowledgeable about the material.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03545588,0.00094890594,0.017936565,1,0.03640478594,1,317,0
1961,6,"OHIO STATE UNIVERSITY","This class is mostly group work so if you participate and have a good group you will get a good grade. BUT lectures are extremely difficult to understand and the final is near impossible. You can tell he knows the topic well,but explains them in the most bland, boring and most un-understandable way that makes the class impossible to learn materials",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05230548,0.0013923645,0.022706337,2,0.0536978445,1,318,1
2001,12,"OHIO STATE UNIVERSITY","He is the most hilarious professor I've had; I always laughed during his lectures. He is great at taking dense material and giving relatable examples that are easy to remember. He can sometimes read through slides too quickly, and he tends to get political at times. All in all, I would definitely take another class with Dr. .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.018974753,0.00088214874,0.011122898,0.25,0.01985690174,1,319,0
2005,16,"OHIO STATE UNIVERSITY","Professor  is a very nice dude and cares about his students, and his class is easy. Sadly, lecture slides are very unorganized, and he goes off on political tangents every day that rarely have anything to do with the content (and if they do, they are forced connections). It almost seems like he uses class to get out his political anger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.05750068,0.0013065338,0.02657372,0.25,0.0588072138,1,320,0
2012,3,"OHIO STATE UNIVERSITY","I wouldn't recommend her simply because she didn't structure her 3 exams off of anything in particular and especially not off her lectures. She put extremely random, specific questions on her exams and made more than one multiple choice answer seem correct just to argue with students about it later. The class was boring and not worth the headache.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12520397,0.001411438,0.070482984,1,0.126615408,1,321,0
2019,7,"OHIO STATE UNIVERSITY","Great guy over all but I would never in my entire life tell someone to take his class. You'll want to pull your hair out every class. His intricate vocabulary and nonsensical demeanor will drive you insane. He makes you buy a textbook he wrote which pissed me off. His slides make zero sense so good luck studying!",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3389984,0.009384155,0.28791866,2,0.348382555,1,322,1
2020,8,"OHIO STATE UNIVERSITY","some of the worst lectures I have had to sit through in my entire life. He talks about the most irrelevant information. He is a scatter brained loon who should not teach a class. Makes you buy a book that he wrote, are you kidding me? Do not take this class if you can avoid. He is a nice guy and it is an easy A, but will drive you insane all term",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4645176,0.021935565,0.4986907,1.5,0.486453165,1,323,0
2024,12,"OHIO STATE UNIVERSITY","Horrible teacher. He makes simple concepts much more difficult than what they should be. He is a tough grader, and his tests were kind of hard. He is always late to class and at the end he makes you write about a topic and it is graded. Also class participation is a must, even though he doesn't tell you it is. DON'T TAKE HIM!!!!",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37751234,0.010528564,0.37052566,1,0.388040904,1,324,0
2027,15,"OHIO STATE UNIVERSITY","Very easy class. However, you need to attend lecture, or you miss information that shows up on tests. Only three homework assignments over the entire semester! And they're simple to do. He sometimes goes off on tangents or loses clarity. He's really goofy, and uses strong hand gestures. However, he's clearly passionate about what he's teaching!",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16331999,0.002117157,0.09124154,1,0.165437147,1,325,0
2029,17,"OHIO STATE UNIVERSITY","He has very strong hand gestures. very difficult to follow. He basically turns a very simple concept into more than one whole lecture. Slow on grades, does not email you back AT ALL, and very unorganized. Difficult to succeed",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04760506,0.0010347366,0.022964163,1,0.0486397966,1,326,0
2030,18,"OHIO STATE UNIVERSITY","Takes far too long to get grades in, which is inexcusable because his tests are Scantron with short answers. Has very awkward mannerisms that disrupt the flow of his teaching. His chosen subject matter has little relevance considering it's about pre-tweens that know nothing about the significance of sex and religion. Avoid.",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21241048,0.004119873,0.07998765,2,0.216530353,1,327,1
2037,5,"OHIO STATE UNIVERSITY","This class is awful. Though he can be entertaining, he cares not about your grade or your comprehension of the material. The homework is outrageously more difficult than the exams. He flies through the material ppts. which are OFTEN riddled with typos, which is very unsettling when trying to learn math.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295883,0.006752014,0.1711343,0.5,0.302635014,1,328,0
2045,13,"OHIO STATE UNIVERSITY","Very boring material and he is really confusing to listen to. If you don't know too much about stats.. he's not going to teach you the basics. He assumes you already know a lot. The material is so dry. He tries to slip some jokes into the lectures.. but it's just painfully boring. Only one of the TA's were helpful, still impossible though.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200795,0.002708435,0.11464815,0.5,0.203503435,1,329,0
2050,2,"OHIO STATE UNIVERSITY","Professor  is passionate about foreign policy but at times comes off as very pretentious during his lectures. He is also a pretty harsh grader, especially with the two memo assignments. There are weekly reading quizzes which aren't bad as long as you read. Some classes will be really interesting and other will be boring, kinda hit or miss.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056263726,0.001373291,0.023608726,0.5,0.057637017,1,330,0
2052,4,"OHIO STATE UNIVERSITY","Memos had no guideline and were harshly graded. Lectures could be good but slightly pretentious. Reading quizzes went up day of. Final/midterm were mix of multiple choice and short responses. Course content at times veered away from foreign policy. Would not take again, which is very rare for me.",0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026735162,0.0006914139,0.015340924,1.5,0.0274265759,1,331,0
2053,5,"OHIO STATE UNIVERSITY","He only rolls out quizzes 1-2 hours before class starts and those quizzes are due 5 minutes before class starts, because apparently he thinks this is your own only class. The memo assignment is designed for you to fail, he is a very harsh grader on this assignment. The readings are very hard to understand and also boring.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11067997,0.001373291,0.059061307,1,0.112053261,1,332,0
2093,8,"OHIO STATE UNIVERSITY","Mr.  is a really nice guy. His style is very dry though. I wish he would use more powerpoint or other visuals. He lectures almost the every class of the quarter. Not very exciting. Had to write a long paper and had two exams in the class.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.026263772,0.0011205673,0.014428918,1,0.0273843393,1,333,0
2097,12,"OHIO STATE UNIVERSITY","Lectures were a NIGHTMARE. I could not make it through one lecture without leaving. I literally was falling asleep by the break. He is a very nice guy and he knows his stuff, but he is impossible to deal with in a group/lecture setting. The exams were not hard. PS majors should know alot of the info already. paper was uncalled for! 17 pages!",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050078966,0.0013065338,0.019934712,1.5,0.0513854998,1,334,0
2099,14,"OHIO STATE UNIVERSITY","Very difficult professor. Grades without a curve. Unclear about what is expected, very picky about what you write. Gives out Cs even without explanation about what is wrong with assignment/exam. Avoid!!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08320791,0.0011110306,0.033460364,0.5,0.0843189406,1,335,0
2101,16,"OHIO STATE UNIVERSITY","The most boring political science class I have ever taken! He basically speed reads from the book, and takes the entire time each session. Will never answer a question straight forward. Gives you a study sheet for the midterm but expects you to remember every little detail. Avoid!!!!!!!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2412222,0.0030517578,0.16053712,0.5,0.2442739578,1,336,0
2107,3,"OHIO STATE UNIVERSITY","Toughest political science course I have taken at OSU. The course takes a scientific approach to identity and ethnicity which means you are put through a meat grinder of reading material throughout the semester. You will not pass if you are not keeping up with the readings. Everything is fair game on exams. Write everything down!",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04315203,0.001373291,0.017872108,0.5,0.044525321,1,337,0
2110,6,"OHIO STATE UNIVERSITY","While  clearly knows her material, she is extremely monotone and doesn't get students engaged or involved. The material can seem a little repetitive and it would have gone smoother if the class structure was different.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075294,0.0015258789,0.033239998,1,0.0768198789,1,338,0
2112,8,"OHIO STATE UNIVERSITY"," has a lot of potential to be a good professor. But she is awful. Her class is asinine, the study guides are no help on the tests, and she's boring. Dozens of pages of reading each night. I would not take this class if I were forced to. It's way so hard it's not worth it.",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45396814,0.023076924,0.47384647,1.5,0.477045064,1,339,0
2124,4,"OHIO STATE UNIVERSITY","Dr.  is a solid professor. Can be a bit of a boring lecturer but hes happy to discuss subjects with you and is interested in teaching. Hell tell you you dont need the book to pass but that youll need it if you want an A which is definitely true. Lots of extra credit and he posts all of his lecture notes before class.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24282593,0.007247925,0.071433455,1,0.250073855,1,340,0
2128,8,"OHIO STATE UNIVERSITY","Professor  actually genuinely cares about you. He will make time for one-on-one study sessions and offers TONS of extra credit. The material itself is challenging, but with the EC, you'll pass with flying colors. The only downside is that he spends a lot of time pushing his political agenda in class. All things considered, I recommend him.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.024849601,0.0007343292,0.013896915,0.25,0.0255839302,1,341,0
2142,5,"OHIO STATE UNIVERSITY","She was not helpful at all, and was often rude to students. Lecture was mandatory (unfortunately) but class work was fairly easy. The weekly reading assignments were very annoying at first, but you were luckily able to work ahead in the class. Overall, I dont recommend, I learned basically nothing.",0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.13908891,0.0015354156,0.07745308,2,0.1406243256,1,342,1
2146,9,"OHIO STATE UNIVERSITY","I heard such good things about Dr.  but I hated her class. She made it very clear from the beginning of the semester that her convenience is more important than us. She didn't want to make homework more accessible because it would be annoying for her to grade. She has also been extremely rude at times and let full-on fights break out in class.",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20839658,0.0029945374,0.11464815,2,0.2113911174,1,343,1
2149,12,"OHIO STATE UNIVERSITY","I wasn't a huge fan of Dr. . She tended to go off topic in the beginning of class (the first 15 minutes) and then towards the end of her lecture time, she would rush through the slides because she didn't have enough time. Slides were never posted either. I felt uncomfortable asking her questions bc of how she talked to students.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.023671126,0.0006198883,0.012946909,1,0.0242910143,1,344,0
2176,3,"OHIO STATE UNIVERSITY"," is by far the worst professor I have ever had. She is incredibly rude, and does not provide any detailed feedback, no matter if she claims she did. She is a horrible grader, she is extremely strict and only gives you the link to the rubric as ""feedback"". AVOID AT ALL COSTS!!!!!",0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6289369,0.16960317,0.54471385,3,0.79854007,1,345,1
2177,4,"OHIO STATE UNIVERSITY","She is kinda rude and goes back on her work",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3969567,0.0104522705,0.40243408,2,0.4074089705,1,346,1
2184,11,"OHIO STATE UNIVERSITY","This prof has unrealistic demands and expectations. I wonder if she realizes we are full time students. She is picky and sensitive about everything. Between quizzes after EVERY chapter and writing 7 papers, and one big paper and the midterms--which you have to take meticulous notes because she makes it clear she won't provide you with any. Run!",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06381883,0.0010204315,0.029714199,1,0.0648392615,1,347,0
2198,8,"OHIO STATE UNIVERSITY","What a waste of my time. Easy A though.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1460314,0.0023460388,0.061101943,0.5,0.1483774388,1,348,0
2203,13,"OHIO STATE UNIVERSITY","Make sure you do the readings otherwise you wont pass (LOTS of reading). Her midterm and final are both part multiple choice/fill in and part essay turned in on Carmen. Class is very liberal and one-sided on topics. Lots of opportunities for extra credit. I wouldnt recommend unless youre very passionate about immigration topics.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.026145924,0.0007915497,0.011692902,0.25,0.0269374737,1,349,0
2235,5,"OHIO STATE UNIVERSITY","Professor  had some interesting lectures, but would also go on random rants about weird stuff (he's very pro-Trump, and has a tendency to talk over people even if they agree with him). The course itself is not hard at all - a couple of big exams that are very hard to do badly on.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.054037213,0.0008916855,0.027218282,1.5,0.0549288985,1,350,0
2241,11,"OHIO STATE UNIVERSITY","The only way to not get an A is if you literally don't try *at all*. Exam questions are given beforehand. However because of this the class was honestly kind of boring and not worth going to. He's nice but doesn't really care about undergrads but that's not all that unfamiliar in the poli sci department.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042657252,0.0011920929,0.01961243,0.5,0.0438493449,1,351,0
2254,4,"OHIO STATE UNIVERSITY","VERY Difficult and unpleasant person to deal with; does not answer emails on a regular basis; I received an A and did not find the class to be terribly difficult grade-wise; although there was a lot of reading, none of it was very difficult- mostly one-liner articles.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11347008,0.0013065338,0.06739554,1,0.1147766138,1,352,0
2255,5,"OHIO STATE UNIVERSITY","Very advisable to skip reading if you want a decent grade, but not if you want to understand the material. Will not give out A's, but will arbitrarily hand out A-'s. Don't know of anyone who did worse than a B, so, if you're comfortable with a glass ceiling on A's, a good class. EXTREMELY tiring though, not sure if it was her fault or the subj.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04216247,0.0011587143,0.018516673,0.5,0.0433211843,1,353,0
2256,6,"OHIO STATE UNIVERSITY","Don't waste your time reading the huge course packet she makes you buy. She picks terrible readings and doesn't hold you acocuntable for knowing the content. The class is ok...but she's just not a very likable lady.",0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.30854854,0.00459671,0.27146968,2,0.31314525,1,354,1
2257,7,"OHIO STATE UNIVERSITY","I pity anyone who has to take a(nother) class with this woman- she's the worst; I don't mind a hard challenging professor, but she's terribly unpleasant to deal with; she always has a nasty attitude and is off-putting in the extreme; talks down to students.",0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43475235,0.017029278,0.4794537,2.5,0.451781628,1,355,1
2262,12,"OHIO STATE UNIVERSITY","The class was eye-crossingly dull but easy. She isn't very inspiring or entertaining. She has a boring NPR-esque tone that puts you to sleep. She talks in long incoherant sentences much like John Kerry. Reader Beware!",0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3308965,0.004119873,0.35505778,2.5,0.335016373,1,356,1
2264,14,"OHIO STATE UNIVERSITY","GET AWAY",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2854733,0.008811951,0.08212569,1,0.294285251,1,357,0
2266,16,"OHIO STATE UNIVERSITY","THinks post communism should be our lives 24/7 unrealistic expectations and little clarity......the worst poli sci prof I have had",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2540519,0.00415802,0.15982662,1.5,0.25820992,1,358,0
2268,18,"OHIO STATE UNIVERSITY","Very mean. Likes to hear herself talk a lot. Don't publically disagree w/ her.",1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665887,0.0010585785,0.027730936,2.5,0.0676472785,1,359,1
2273,3,"OHIO STATE UNIVERSITY","A good professor who enjoys what he does. Sometimes dull but some subject matters are just dull.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25462922,0.0021457672,0.24287975,1,0.2567749872,1,360,0
2291,1,"OHIO STATE UNIVERSITY","This class was pretty easy- minimal effort put in and got an A. However, this professor is terrible. Her lectures are a joke and her assignments are stupid. Her grading is so odd- it almost seems like she takes off points sometimes to just make it look like she actually reads and grades them. If you want to learn, don't take this class.",1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.51980776,0.017158391,0.5678696,2,0.536966151,1,361,1
2298,8,"OHIO STATE UNIVERSITY","Overall, a good professor and an easy class. Class was mandatory for my major, but Professor  made the lectures enjoyable. The quizzes were sort of tricky, but easy tests and easily graded paper. An obvious and admitted liberal with a bit of a teaching bias, but it's not hard to get past. She is very endearing and very funny.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.01608456,0.0006341934,0.010780896,0.25,0.0167187534,1,362,0
2300,10,"OHIO STATE UNIVERSITY","She'd be a better professor if she lectured on subjects covered in our quizzes. As others have pointed out, it's about 55 minutes of her telling the class about her day. Reading can be interesting, but it's very long. She is at the least upbeat, and genuinely interested in the subject.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015833238,0.00054836273,0.010134893,0.5,0.01638160073,1,363,0
2302,12,"OHIO STATE UNIVERSITY","Be prepared to be bored. You're spending tuition on her basically telling the class to tell personal stories as opposed to actually teaching anything (about 20-30 minutes of every 55 minute class is personal stories). On the rare instances that she is teaching, it's dry, and ridiculously boring. Easiest A ever when I stopped going to class",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30716252,0.0050354004,0.26957804,1,0.3121979204,1,364,0
2304,14,"OHIO STATE UNIVERSITY","Participation points are the only reason to attend. Not really a surprise but she's an obvious liberal to anyone over 21, but most college kids dig that, so understandable. Other than that, really dry lectures, tries too hard to fit in with the students. I wasn't a fan. Easy pass though. As far as security goes, they should have someone else teach.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.030270588,0.00079631805,0.017012933,0.25,0.03106690605,1,365,0
2308,18,"OHIO STATE UNIVERSITY"," made psych 367 very difficult. She made ready exactly off her power points and made class very boring. There was no benefit in going to class besides getting participation points. For the exams she never gave out review sheets and told us to know ""everything"". She graded the papers and test like it was a graduate course. No fun, no help!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22846605,0.0049972534,0.086852804,0.5,0.2334633034,1,366,0
2312,4,"OHIO STATE UNIVERSITY","Pretty intelligent guy, but kind of an ****! The reading was intense but most of it wasnt too bad as far as content goes. I had judicial politcs and i got an A- but i worked my ass off for it. If your up to it, id say take the class. Oh, and if you are a girl, he's a real****so get ready to brown nose for you're grade.",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6308517,0.16960317,0.5130944,1.5,0.80045487,1,367,0
2313,5,"OHIO STATE UNIVERSITY","I was told that I was ""not college material"" presumably because I did not echo the liberal mantra. I dropped the class for fear of my grade. I am now an attorney in a large, sophisticated Ohio law firm.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.027324399,0.00074863434,0.014732921,1.25,0.02807303334,1,368,0
2314,6,"OHIO STATE UNIVERSITY","That reading was ridiculous! Everything else wrong in the class pales in comparison to the fact that nobody could ever read that much.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47323486,0.010604858,0.5130944,0.5,0.483839718,1,369,0
2315,7,"OHIO STATE UNIVERSITY","DO NOT TAKE THIS CLASS !!!!",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20056234,0.0064468384,0.032248367,1,0.2070091784,1,370,0
2317,9,"OHIO STATE UNIVERSITY","How the heck does he grade? He is also very liberal, it is sickening. The material in the course is pretty straight forward, but the exams are very hard, if you get out of the class with a C consider yourself lucky.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.41690505,0.021935565,0.3388922,2,0.438840615,1,371,1
2320,12,"OHIO STATE UNIVERSITY","Class was long and boring and the prof. although intelligent had a completely illogical system of grading.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13041082,0.0013828278,0.06984934,0.5,0.1317936478,1,372,0
2322,14,"OHIO STATE UNIVERSITY","Good teacher, very knowledgeable, but grading procedures are completely unfair.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025792383,0.0005054474,0.014086916,0.5,0.0262978304,1,373,0
2325,1,"OHIO STATE UNIVERSITY","Avoid this professor like the plague. This is my first time rating a professor and its because I do not want other students to have to suffer through this mans horribly boring, monotone lectures. His syllabus and organization of class is all over the place. I passed with a B but that is solely because the exams were open note.",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37340668,0.008049011,0.40243408,1.5,0.381455691,1,374,0
2328,4,"OHIO STATE UNIVERSITY"," uses a grading set up that baffles me as to why he thought it was reasonable. two exams total, but the mid-semester exam is worth 90 points (80 minutes to take) and the final is 120 point cumulative (105 minutes to take). When I emailed him he responded with little thought or effort much like his in person lectures. Please spare yourself.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11378009,0.002374649,0.058475737,0.5,0.116154739,1,375,0
2331,7,"OHIO STATE UNIVERSITY"," can't teach and his lectures are incredibly boring. At the end of every class you have to turn in a paragraph summary for attendance so you have to go. He does offer a ton of extra credit though and the tests are open book, open note, open computer! He also can be kinda rude. He will put you down if your opinion is not the same as his.",0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.30539915,0.0075912476,0.24835461,2,0.3129903976,1,376,1
2332,8,"OHIO STATE UNIVERSITY","This guy reeks of insecurity. At every chance he gets he tries to uphold the validity of psychology and puts down anyone who challenges anything in his class. He is really, really condescending if your answer to a question in class isn't what he's looking for (even if it's right). That being said, this class is a SUPER easy A, but lots of busywork.",0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2396185,0.0026893616,0.1798321,3,0.2423078616,1,377,1
2355,2,"OHIO STATE UNIVERSITY","I took this class because I needed it for a GE and it was all that was open, had I known more about it I would have just taken less credits. Professor  had her way or the high way, if you disagreed with her opinion then you were wrong. Her lectures were long and had nothing to do with what we were actually learning.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027324399,0.00084400177,0.013592913,0.5,0.02816840077,1,378,0
2361,8,"OHIO STATE UNIVERSITY","THIS CLASS WAS SOOOOOOOOO BORING TO ME! She seem happy to teach us but we never really got through anything because spent WAY too much time talking on and on and on and on and on about one topic. I did not learn nothing from this class. Also her ""helpers"" was NOT very ""helpful"" at ALLLLL. Overall I would not recommend any one to take this class!!!",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27236435,0.0074005127,0.10587067,1,0.2797648627,1,379,0
2373,20,"OHIO STATE UNIVERSITY","While it was obvious Dr.  enjoyed what she was teaching and encouraged debates, she was the most unhelpful professor when it came to outside of the classroom. I tried to contact her numerous times and she totally ignored me, along with her TA Stacia Kock. She talked the ENTIRE class and the readings took forever! DONT TAKE HER CLASS!",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.2854733,0.0045776367,0.25404143,1,0.2900509367,1,380,0
