"row_id","row","quality_of_class","difficulty_of_class","class_code","college","prof_firstname","prof_lastname","comment","out_misrep","out_emo_lang","out_ideo_extrem","out_slip_slope","out_insult","out_mock_sarc","out_threat","pa_dress","pa_appear","pa_attit","pa_interact","pa_humor","pa_other","pb_sex","pb_lgbtq","pb_race","pb_origin","pb_nuero_div","pb_phys_able","pb_pol_affil","complex","constructive","reflective","total_toxicity","TOXICITY","SEVERE_TOXICITY","INSULT","TOXICITY2","coded_toxic"
911,19,5,3,"PLCY340H","UNIVERSITY OF NORTH CAROLINA","BENJAMIN","MEIER","One of my favorite professors I've had at UNC, Meier truly cares about his students and it's very clear that he is teaching in order to help create a better future. He is inspiring and has incredible experience and wisdom in human rights. Lectures are o entertaining and musical. While you can tell he is left leaning, he doesn't lecture opinion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.029563503,0.0008535385,0.015872927,0.0304170415,1
935,3,4,3,"PSYC230","UNIVERSITY OF NORTH CAROLINA","NEIL","MULLIGAN","I took PSYC 430! Nice guy, but dry lectures. Don't take if you aren't into classes where you have to take notes the whole time. The material we learned was interesting, so it wasn't that awful! I never opened my text book once, but did have to read articles in order to answer HW. Everything on exam was covered in class! Easy grader if you tried.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04315203,0.0010585785,0.019547975,0.0442106085,1
938,6,1,4,"PSYC230","UNIVERSITY OF NORTH CAROLINA","NEIL","MULLIGAN","Literally worst class I have ever taken here at UNC. The lectures are ridiculously boring and he talks about smaller aspects of the course material for way too long. He's not engaging and talks for the entire 75 mins of class without asking any questions or allowing us to discuss. The tests ask questions that are so specific and not important.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3722269,0.0076675415,0.36798462,0.3798944415,1
939,7,1,4,"PSYC230","UNIVERSITY OF NORTH CAROLINA","NEIL","MULLIGAN","There were 3 tests and one of them was scheduled right after a spring break!!!!???!??!??! The final is cumulative and all tests together are worth 80% of your overall grade so there is absolutely NO ROOM for error. Very boring lectures, so sitting for 75 minutes without getting distracted was sometimes impossible. Avoid Dr Mulligan at all costs!!!",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.10175867,0.001411438,0.043250903,0.103170108,1
963,6,2,3,"ECON384","UNIVERSITY OF NORTH CAROLINA","ALEXANDRA","OPREA","Boring and unhelpful lectures, but pretty easy class. When she explains things, she tries to use as unnecessary and complicated a vernacular as possible. The readings are actually easier to comprehend without her explaining them, and I just kept my AirPods in every class and managed to get an A by doing all the learning myself. Shes nice tho!",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.06421452,0.0011444092,0.029714199,0.0653589292,1
969,1,4.5,3,"PSYC053","UNIVERSITY OF NORTH CAROLINA","ABIGAIL","PANTER","Dr. P is great. She is completely bonkers, but so kind and sweet. She really cares about her students and makes you want to do your best. The class itself was very interesting and didn't have too much work associated with it. I would highly recommend her!",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09611836,0.0026512146,0.034672357,0.0987695746,1
1004,2,1,2,"PSYC190","UNIVERSITY OF NORTH CAROLINA","KEITH","PAYNE","Dr. P is another hypocritical hater of white Americans. He believes white Americans are too blame for all the misfortunes of minorities. Dr. Payne, if really believe this, you need to give up your position as professor for a minority who did not have the same opportunities as you. If you want to be propagandized by a Communist take this class.",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,5.5,0.55739564,0.021806452,0.5678696,0.579202092,1
1013,7,1,2,"SOCI130","UNIVERSITY OF NORTH CAROLINA","LISA","PEARCE","The course material is very interesting but the most boring professor I've ever had. She usually doesn't talk about anything of relevance to the course but uses confusing graphs the entire lecture. I learned more from reading the book and teaching myself the content.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.23415339,0.0025558472,0.15982662,0.2367092372,1
1016,10,1,4,"SOCI429","UNIVERSITY OF NORTH CAROLINA","LISA","PEARCE","She was unprepared, failed to tie material together, makes students work harder than we learn or get back from the class, arbitrary and unnecessarily tough grader. Worst class I have taken. Frustrating and felt like a waste of time",0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28548008,0.00415802,0.2469859,0.2896381,1
1017,11,4,2,"SOCI251","UNIVERSITY OF NORTH CAROLINA","LISA","PEARCE","She is very dry. Her lectures go so slowly, but her class is easy. She is passionate about research and very nice.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.037105743,0.0016307831,0.017420914,0.0387365261,1
1040,2,1,5,"NSCI221","UNIVERSITY OF NORTH CAROLINA","RACHEL","PENTON","She never gets to course content in class. So much time is spent doing irrelevant group work. The readings are dense and she does not go over them so you have to teach yourself everything in order to know whats going on. The exams are hard and do not reflect class material at all. She does not value students time.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0.08004235,0.0009870529,0.031917825,0.0810294029,1
1044,6,1,3,"NSCI221","UNIVERSITY OF NORTH CAROLINA","RACHEL","PENTON","Even if the class was hard, I've had pretty good experiences with other STEM professors at UNC. But with Dr. Penton, she is extremely disorganized and has a ""my way or the highway"" mindset when working in groups. I feel like I have not learned anything in the class and she is not very considerate toward her students.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06579731,0.000910759,0.03412145,0.066708069,1
1048,10,2,4,"NSCI221","UNIVERSITY OF NORTH CAROLINA","RACHEL","PENTON","I was very disappointed with this class. Dr. Penton would never finish any of her slides in class even though they were extremely rushed through. She also wasn't the nicest to her students. I thought the CREATE Method was a huge waste of time because of how much of the material we didn't get to learn in class. Overall just would not recommend her!",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11119666,0.001373291,0.053791173,0.112569951,1
1073,1,4,3,"SOCI427","UNIVERSITY OF NORTH CAROLINA","ALEXANDREA","RAVENELLE","She tries really hard to be engaging & is funny most of the time (some jokes just don't land). The group project is annoying, but if your group is on top of it a good grade is doable. The TA grades just about everything so as long as you have a good TA it's fine. There are small responses due at the beginning of each class based on the reading.",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.027206551,0.00081062317,0.0151129225,0.02801717417,1
1079,7,2,2,"SOCI101","UNIVERSITY OF NORTH CAROLINA","ALEXANDREA","RAVENELLE","She was ok. Her lectures could be hard to sit through. She tries to be funny/snarky, and it often doesn't really work out. Pretty easy class, though. I wouldn't say I recommend her, but I also didn't absolutely hate her.",0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0.045873325,0.0015735626,0.01890341,0.0474468876,1
1081,9,1,5,"SOCI320","UNIVERSITY OF NORTH CAROLINA","ALEXANDREA","RAVENELLE","On top of her unbearable lectures, Ravenelle had a terrible attitude towards her students and gave poor instructions for assignments. Grades were seemingly determined by her TA flipping a coin and were inconsistent across students and assignments. Rubrics were poor, and she had a group project as the final and the highest grade was an 80 lol.",0.5,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.18269104,0.0023555756,0.100019015,0.1850466156,1
1082,10,1,3,"SOCI427","UNIVERSITY OF NORTH CAROLINA","ALEXANDREA","RAVENELLE","Tries very hard to be funny but isn't. A lot of the lessons I learned from this class (which mainly came from the readings and videos she made us watch, not necessarily her lectures) I also learned in MNGT 131. What I couldn't stand is she would read emails but not reply. She would condescendingly tell u she read ur email. Very wishy washy.",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.07450261,0.0012588501,0.03070583,0.0757614601,1
1083,11,1,3,"SOCI427","UNIVERSITY OF NORTH CAROLINA","ALEXANDREA","RAVENELLE","She's a smart lady, but very condescending and not considerate towards students. She gives no rubric or clear instructions on anything and grades very hard. I would avoid this class unless you need it for your major. Super lecture heavy as well, and very boring.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1893425,0.0027656555,0.10294484,0.1921081555,1
1090,1,5,3,"NSCI490","UNIVERSITY OF NORTH CAROLINA","KATHRYN","REISSNER","She really enjoys what she's teaching! Very approachable. 
 
  She was quite accommodating and seemed like she cared about how we were doing. 
 
  However, she takes forever to give back grades. 
 
  Tests were not bad. Doesn't give a rubric for papers, kinda vague.",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.113263406,0.0045776367,0.030375287,0.1178410427,1
1129,3,2,1,"POLI100","UNIVERSITY OF NORTH CAROLINA","JASON","ROBERTS","Class is incredibly easy if you review the lecture slides and skim the textbook. The biggest issue would be the professor. Dr. Roberts, at times, had this aura of ""I'm better than you"" during his lectures. He would also use most of the class to just answer questions, without getting to the content. Overall, take it if you need an easy A.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.026263772,0.00061511993,0.014960921,0.02687889193,1
1148,2,3,5,"POLI281","UNIVERSITY OF NORTH CAROLINA","TIMOTHY","RYAN","Grading is a complete mystery done by a TA with minimal explanation. At first, the lectures walk you through coding but then you get nothing but definitions. The assignments and final were insanely difficult and he kept falling behind schedule. This meant we had greatly reduced time for the final and it was graded harshly compared to the rubric.",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.031684756,0.0009012222,0.017088935,0.0325859782,1
1166,20,3.5,3,"POLI100","UNIVERSITY OF NORTH CAROLINA","TIMOTHY","RYAN","He's a nice guy, fair grader, wants the best for you. Really into the blogs which is the better alternative than the NYT thing with Conover. He doesn't get visibly annoyed, although you can tell he's not happy when half the class doesn't show. (Attendance wasn't necessarily mandatory) You get what you put into the class. Take notes.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09351514,0.0021362305,0.033239998,0.0956513705,1
1185,19,5,1,"PSYC89","UNIVERSITY OF NORTH CAROLINA","VIJI","SATHY","Kinda a joke. Had to get laser cutter certified, work in groups to build math ""tools"". Did it for the QR gen ed. Easiest FYS on earth. Dr. Sathy is an angel and honestly treated us like 10 year olds, feel like she really enjoyed being with freshman.",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.06263174,0.001964569,0.025542418,0.064596309,1
1190,4,3,4,"POLI432","UNIVERSITY OF NORTH CAROLINA","DONALD","SEARING","Searing assigns a lot of readings. You are only graded on participation, midterm, a paper, and final. He is a pretty tough grader + he doesnt post them on Sakai so you are basically clueless about your grade. He is monotonous + no visual aids so it is impossible to focus on his lectures. Please just take notes on your readings for exams!!",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.09308127,0.0016975403,0.033239998,0.0947788103,1
1191,5,3,4,"POLI215","UNIVERSITY OF NORTH CAROLINA","DONALD","SEARING","Searing assigns a lot of readings. You are only graded on participation, midterm, and final. He is a pretty tough grader and he doesnt post them on Sakai so you are basically clueless about your grade. He is monotonous and has no visual aids so it is impossible to focus on his lectures. Please just take notes on your readings!!",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.112746716,0.00207901,0.057890166,0.114825726,1
1193,7,2,3,"POLI432","UNIVERSITY OF NORTH CAROLINA","DONALD","SEARING","Searing is an incredibly monotonous lecturer, loves being the devils advocate despite coming off as bigoted/immoral, and is not clear on grading criteria at all. The topic of his class is pretty straight forward, but there is so much reading involved and he is incredibly picky about specifying definition. Take something else if u can - it sucked.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.52007306,0.023076924,0.5130944,0.543149984,1
1204,5,1,5,"POLI272","UNIVERSITY OF NORTH CAROLINA","JEFF","SPINNER-HALEV","Just do yourself a favor and run. If you don't have to take his class just don't. He made me rethink my entire major. The class is unnecessarily hard, hard to understand, messy powerpoints and its incredibly hard to follow along. TAs also have very rough and not cohesive grading scales and will explain things to you differently than SH.",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.051563308,0.0016498566,0.021610579,0.0532131646,1
1209,10,1,4,"POLI272","UNIVERSITY OF NORTH CAROLINA","JEFF","SPINNER-HALEV","Jeff is the worst professor I have taken as a senior at UNC. Disorganized, uninteresting lectures. Insane amount of reading for a 200 level class. Exams are multiple choice (in a philo class?) and confusing. Does not seem to care about his students at all. TAs grading papers is always iffy but there were no clear guidelines in this class.",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3389984,0.0046920776,0.36537176,0.3436904776,1
1217,18,2,5,"POLI272","UNIVERSITY OF NORTH CAROLINA","JEFF","SPINNER-HALEV","The content is interesting and Spinner is a good professor but his grading doesn't make any sense. It feels like TAs just give random grades with little feedback. And the exam questions are meant to trick you. You have to be in class. You don't get out what you put in.",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.043646812,0.0010919571,0.019419061,0.0447387691,1
1218,19,1,3,"POLI272","UNIVERSITY OF NORTH CAROLINA","JEFF","SPINNER-HALEV","His lectures are mostly just repeating what the readings said. He values a traditional classroom experience over accessibility and the health of the students. The exams were multiple choice (in a philosophy class?), and they're made to trick you. The first two just expected you to memorize the readings. Don't take this class.",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.049089402,0.000834465,0.022577424,0.049923867,1
1219,20,2,5,"POLI272","UNIVERSITY OF NORTH CAROLINA","JEFF","SPINNER-HALEV","No grading criteria. Everything was vague and exam questions were made to confuse you. We had so much reading a week and all of it was contradictory. The lectures were boring and also did nothing to help clarify readings. Grades were very subjective and overall the course was stressful. If you are a poli sci major taking this for credit... AVOID!!!",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.06500591,0.001039505,0.029604018,0.066045415,1
1220,1,3,3,"POLI239","UNIVERSITY OF NORTH CAROLINA","NIKLAUS","STEINER","I didn't appreciate how the professor would often ignore comments he didn't agree with, which hindered productive discussion. Furthermore, he often played the devil's advocate and came across as bigoted and ignorant when it came to systemic issues. While he was alright, he wasn't really my cup of tea.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0.37340668,0.005264282,0.40243408,0.378670962,1
1264,5,3,3,"ANTH190","UNIVERSITY OF NORTH CAROLINA","AMANDA","THOMPSON","A really nice professor. Exams were critically graded, so it is important that you do the readings. Lectures were interesting, though I felt the delivery was a bit boring.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.027913637,0.0006389618,0.015416925,0.0285525988,1
1270,11,2,2,"ANTH319","UNIVERSITY OF NORTH CAROLINA","AMANDA","THOMPSON","Dr. Thompson is an incredibly mediocre professor at best. She honestly just reads from the slides and offers little chance for participation. Most people in class don't pay attention. The case studies assigned are patronizingly trivial, yet the TA's have the gall to grade all assignments and tests very harshly. Easy A, but you won't learn much.",0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0.42349213,0.0074386597,0.48399165,0.4309307897,1
1272,13,1,3,"ANTH319","UNIVERSITY OF NORTH CAROLINA","AMANDA","THOMPSON","Amanda is a utterly horrible human being. Grades are determined by TA's and they grade hard on exams for no reason. When you ask why points are taken off Amanda can't explain why and becomes snippy. You have to keep the same group for both projects which can be unfortunate. Grades are also not returned in a timely manner.",0,0.5,0,0,1,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0.43720075,0.012833111,0.48675314,0.450033861,1
1282,3,1,2,"POLI416","UNIVERSITY OF NORTH CAROLINA","ISAAC","UNAH","While the material was interesting, Professor Unah was not a great instructor. He was late, disorganized, and unclear. Lectures consisted of unrelated tangents and opportunities to flex his ego. At times it seemed like he was more interested in trying to prove how cool he was instead of properly preparing us for exams/assignments. I would avoid.",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.10956833,0.0012016296,0.062150877,0.1107699596,1
1287,8,1,3,"POLI416","UNIVERSITY OF NORTH CAROLINA","ISAAC","UNAH","An absolute clown of a professor. Completely disorganized and the students suffer from his lack of professionalism. Gives a quiz 5 minutes before the final exam because he forgot to give it to us when we had an appropriate amount of time for it. Doesnt respond to students comments or concerns, shows up late, rambles, terrible content. horrendous.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5885171,0.016512826,0.6500014,0.605029926,1
1295,16,2,2,"POLI416","UNIVERSITY OF NORTH CAROLINA","ISAAC","UNAH","Professor Unah, Im sure, is a wonderful person. However, he is the most unorganized, uninspiring lecturers Ive ever had. The textbooks are mandatory but dont bother reading because hes just going to copy word for word haphazardly slapped on a PowerPoint for our viewing pleasure. Would not recommend.",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.17718399,0.0017738342,0.113185234,0.1789578242,1
1316,17,2,2,"POLI236","UNIVERSITY OF NORTH CAROLINA","MILADA","VACHUDOVA","What a worthless class. It's pure history rather than politics. Vachudova is a nice woman, but she teaches in generalizations and stereotypes, lecture is pointless, and the TAs do all the work in recitation. Exams are vague and don't test knowledge, rather your understanding of what she wants you to say. This course is a complete waste of time.",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.36043653,0.0049591064,0.36798462,0.3653956364,1
1322,3,2,4,"POLI270","UNIVERSITY OF NORTH CAROLINA","MATTHEW","WEIDENFELD","Do not take. The second half of the class is a simulation, which is cool, but it is extremely disorganized and your grade will pay the price. Also, most of the class suffered from his extremely vague and random choice of questions for the midterm. Grade does not reflect how much you know or how hard you worked, which is unfair.",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.035220183,0.00069618225,0.01838776,0.03591636525,1
1361,2,3,4,"PLAN785","UNIVERSITY OF NORTH CAROLINA","DALE","WHITTINGTON","Dale is very smart and eloquent. Unfortunately, to put it mildly, he is not a nice person. He has no qualms about putting you down in front of other students. And he has a very condescending tone. And he is an extremely poor advisor to his grad students. If you're thinking about working with him, proceed with caution. You've been warned. Good luck.",0,0,0,0,1,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.22980402,0.002155304,0.16883044,0.231959324,1
1362,1,1,1,"SPHG713","UNIVERSITY OF NORTH CAROLINA","COURTNEY","WOODS","Dr. Woods is sweet, but she speaks SO slow and monotonous. The class environment is not engaging at all.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2396185,0.0024604797,0.19500497,0.2420789797,1
1372,10,4.5,2,"PSYC210","UNIVERSITY OF NORTH CAROLINA","ERIC","YOUNGSTROM","This dude is goofy as hell. He does his best to makes statistics interesting. Take his class if you get the chance. You'll actually learn the material without being bored to tears.",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5559701,0.02439716,0.5678696,0.58036726,1
567,7,2,1,"SOCI111","UNIVERSITY OF NORTH CAROLINA","GUANG","GUO","If you need a study hall, take Soci 111 with Guang. He talks a bunch and doesn't really say a whole lot. Got so much work done in this class though. Final and midterm were pretty easy but some questions either make no sense or are about things we didn't learn. Readings could be long but a good chunk of your grade is based off reading notes Not bad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02035702,0.00084400177,0.011844902,0.02120102177,0
903,11,3,4,"PLCY565","UNIVERSITY OF NORTH CAROLINA","BENJAMIN","MEIER","He cares about the material & helping students, but class was stressful, participation is absolutely mandatory (and he'll make you feel bad if you don't), the participation ?s sometimes don't relate to the day's readings, there are 4-5 long readings per class with daily quizzes, & no grading criteria for the papers worth 15-30% of your grade.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02826718,0.0007009506,0.01465692,0.0289681306,0
188,2,4,4,"PSYC533H","UNIVERSITY OF NORTH CAROLINA","DANIEL","BAUER","Bauer ranks 1-2 standard deviations above the average instructor in kindness and understanding. Very easy to talk to. Virtual lectures sometimes were slow. Grades of 95 and above were A's. Generous but not very clear grading criteria. No final, just assignments, group project, and quizzes with like 5 questions (eek!)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028974265,0.000705719,0.016784932,0.029679984,0
776,19,1,4,"SOC810","UNIVERSITY OF NORTH CAROLINA","CHARLES","KURZMAN","No Comments",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021196328,0.0012779236,0.009298887,0.0224742516,0
578,18,3.5,2,"SOCI11","UNIVERSITY OF NORTH CAROLINA","GUANG","GUO","He tries ot make the class interesting but by the end of the semester I got so sick of hearing about his Princeton days + ivy league rankings. I had to restrain myself from saying ""go and teach at Princeton, then!...but I didn't",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07450261,0.001335144,0.029934563,0.075837754,0
777,20,5,3,"SOCI51","UNIVERSITY OF NORTH CAROLINA","CHARLES","KURZMAN","No Comments",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021196328,0.0012779236,0.009298887,0.0224742516,0
1313,14,4.5,3,"POLI236","UNIVERSITY OF NORTH CAROLINA","MILADA","VACHUDOVA","Really interesting class material, however I hate the grading percentages. Two exams, a few pop quizzes, and recitation participation. The exams and quizzes are either based on random things she finds important or from ridiculously long readings assigned every week. The TA's do all the work in this class but Milada is a good lecturer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18364124,0.0018405914,0.107333586,0.1854818314,0
683,8,2,4,"POLI238","UNIVERSITY OF NORTH CAROLINA","EVELYNE","HUBER","Very unclear grading. I was consistently told I was performing well in the course, and then given a grade much lower than what was expected. Many of my peers have experienced the same issue. Lectures are awful and difficult to follow. The TAs are extremely helpful in clarifying, but the prof herself just doesn't know how to teach.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.0926474,0.0010538101,0.04207976,0.0937012101,0
363,15,5,3,"POLI217","UNIVERSITY OF NORTH CAROLINA","PAMELA","CONOVER","i recommend her whenever i can she was great. the online forum posts help your participation grade if you do them diligently especially if you aren't a talk in class person.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029917045,0.0009012222,0.0142009165,0.0308182672,0
1187,1,1,2,"POLI215","UNIVERSITY OF NORTH CAROLINA","DONALD","SEARING","No slides. Talks TO us for entire lecture. Rambles. Unclear prompts for midterm and final essay (40% each). Due to him being late for finals, allowed us to copy our midterm grade to skip finals. I did.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022139108,0.00067710876,0.011730902,0.02281621676,0
464,2,2,3,"PSYC62","UNIVERSITY OF NORTH CAROLINA","BARBARA","FREDRICKSON","6 papers you write and she grades very hard. If you don't write the way she wants, she won't give you a good grade. Don't read the books its a waste of time. Overall Barb is a good lecturer, but the material at times can be quite boring. On the plus side there aren't any tests or quizes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438942,0.0009012222,0.019999169,0.0447954222,0
898,6,5,3,"PLCY565","UNIVERSITY OF NORTH CAROLINA","BENJAMIN","MEIER","TAKE A CLASS WITH MEIER!!! He does assign a lot of reading, but quizzes are short and readings can be skimmed for main points. His lectures are so entertaining and he really cares about his students.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024260364,0.0009870529,0.012756908,0.0252474169,0
496,6,1,4,"PSYC504","UNIVERSITY OF NORTH CAROLINA","KAREN","GIL","The content is interesting, but her lectures were extremely boring. She is definitely a harsh grader when it comes to the exams. I thought they were unfairly short with less than ten questions. Obviously, just missing one question sets you back a lot. She also wants extremely detailed short answers. Take another psyc class.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23523538,0.0032043457,0.16839184,0.2384397257,0
1368,6,5,2,"C829","UNIVERSITY OF NORTH CAROLINA","ERIC","YOUNGSTROM","HE IS THE BEST!!!!!!!!!!!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026145924,0.0025939941,0.010932897,0.0287399181,0
1087,15,1,3,"SOCI417","UNIVERSITY OF NORTH CAROLINA","ALEXANDREA","RAVENELLE","Do not take the class unless it's for a major. Professor Ravenelle is a nice lady, but not a considerate professor. There was many changes throughout the class which were not updated in the syllabus, like attendance! Lectures are very boring and a waste of time. No lectures are posted online for reference, so good luck on midterms/finals!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.07687678,0.000910759,0.033239998,0.077787539,0
1296,17,5,2,"POLI411","UNIVERSITY OF NORTH CAROLINA","ISAAC","UNAH","Unah is an amazing professor-caring, knowledgeable, smart. His only flaw is organization; he tends to get excited and spends too much time on certain topics and neglects others. However, he does account for this in exams and quizzes. Do the readings, come to class, you'll be fine. A pretty lenient grader too!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042657252,0.000834465,0.0233509,0.043491717,0
1286,7,2,3,"POLI411","UNIVERSITY OF NORTH CAROLINA","ISAAC","UNAH","Unah is a very kind person and the content he taught was fascinating. It was difficult to be in this class because of his lack of structure in class meetings. Many class periods went wasted discussing meaningless things which led us to be very behind on the syllabus. Tests are weighed VERY heavily with the final being almost half the grade.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.025792383,0.0006532669,0.014808921,0.0264456499,0
41,10,4,3,"SOCI57H","UNIVERSITY OF NORTH CAROLINA","HOWARD","ALDRICH","No tests, only papers. He does not grade hard.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057748068,0.00084877014,0.028061481,0.05859683814,0
1203,4,2,5,"POLI272","UNIVERSITY OF NORTH CAROLINA","JEFF","SPINNER-HALEV","Very heavy and difficult. TA were to no help",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024849601,0.0010299683,0.012148905,0.0258795693,0
529,1,5,2,"NSCI225H","UNIVERSITY OF NORTH CAROLINA","PETER","GORDON","Straightforward class. You can either pay attention in class and briefly skim the textbook for what he didn't cover or zone out in class and read. Either way, the exams are non-cumulative and 70/30 multiple choice/short answer. MC isn't confusing and short answer has lenient grading. Dr. Gordon uses really dry humor in class but it's amusing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02968135,0.0006580353,0.017227544,0.0303393853,0
